location,total_sqft,bath,bhk,price_per_sqft,price
Bharathi Nagar,1328.0,2.0,2,5195.78313253012,69.0
other,975.0,2.0,2,4615.384615384615,45.0
Malleshwaram,900.0,2.0,2,8000.0,72.0
other,1330.0,2.0,2,6015.037593984963,80.0
Munnekollal,1222.0,3.0,3,7774.140752864158,95.0
Sarjapur  Road,2100.0,3.0,3,6428.571428571428,135.0
other,1320.0,2.0,3,7196.969696969697,95.0
Uttarahalli,1330.0,2.0,3,3500.0,46.55
Hosur Road,2000.0,4.0,4,6500.0,130.0
Electronic City Phase II,1244.0,2.0,2,4421.221864951768,55.0
other,1000.0,2.0,2,5000.0,50.0
other,1400.0,3.0,3,3214.285714285714,45.0
other,1000.0,2.0,2,3500.0,35.0
Uttarahalli,1250.0,2.0,3,4000.0,50.0
other,1225.0,2.0,2,3918.3673469387754,48.0
Seegehalli,1683.0,3.0,3,4753.416518122401,80.0
Yelahanka,1250.0,2.0,2,4320.0,54.0
Hennur Road,1305.0,2.0,3,8429.11877394636,110.0
Kaggalipura,1150.0,2.0,3,5000.0,57.5
Kaggadasapura,1654.0,3.0,3,4232.1644498186215,70.0
Kadugodi,1890.0,4.0,3,6613.756613756614,125.0
Kasavanhalli,1069.0,2.0,2,5144.9953227315245,55.0
Chandapura,750.0,1.0,2,2466.6666666666665,18.5
7th Phase JP Nagar,1680.0,3.0,3,7738.0952380952385,130.0
Sarjapur  Road,1700.0,3.0,3,5500.0,93.5
other,2200.0,2.0,4,6818.181818181818,150.0
Thanisandra,1595.0,3.0,3,6583.0721003134795,105.0
Hennur Road,1480.0,3.0,3,6756.756756756757,100.0
other,1092.0,3.0,3,8699.6336996337,95.0
Banashankari,1683.0,3.0,3,6833.036244800951,115.0
Banaswadi,1340.0,2.0,2,5447.761194029851,73.0
other,1100.0,3.0,3,4818.181818181818,53.0
Whitefield,1185.0,2.0,2,4725.738396624472,56.0
Chandapura,1025.0,2.0,2,2700.487804878049,27.68
Haralur Road,1730.0,3.0,3,5491.329479768786,95.0
Hennur Road,1450.0,3.0,3,6110.3448275862065,88.6
Sarjapur  Road,1862.0,4.0,3,5907.626208378088,110.0
Hoodi,863.0,1.0,1,4698.725376593278,40.55
other,1170.0,2.0,2,4273.504273504273,50.0
other,1075.0,2.0,2,4651.162790697675,50.0
Kodichikkanahalli,1060.0,2.0,2,3207.5471698113206,34.0
Sarjapur,850.0,2.0,2,3764.705882352941,32.0
other,935.0,2.0,2,4909.090909090909,45.9
Gollarapalya Hosahalli,1905.0,3.0,4,4514.435695538058,86.0
Uttarahalli,1125.0,2.0,2,4177.777777777777,47.0
Chikkabanavar,1500.0,4.0,4,7000.0,105.0
Bannerghatta Road,1725.0,3.0,3,4927.536231884058,85.0
other,1120.0,2.0,2,3214.285714285714,36.0
Brookefield,1750.0,2.0,3,4285.714285714285,75.0
7th Phase JP Nagar,2000.0,3.0,3,3850.0,77.0
Koramangala,1745.0,3.0,3,5616.045845272206,98.0
Uttarahalli,1270.0,2.0,3,4350.393700787402,55.25
Sahakara Nagar,1180.0,2.0,2,6101.6949152542375,72.0
other,1130.0,2.0,2,6637.168141592921,75.0
Ardendale,1723.0,3.0,3,5513.6390017411495,95.0
Mysore Road,1175.0,2.0,2,6000.0,70.5
Ambalipura,1607.0,2.0,3,6969.508400746733,112.0
other,1334.0,2.0,2,4647.67616191904,62.0
Bellandur,1138.0,3.0,3,11247.80316344464,128.0
Bannerghatta,1113.0,2.0,2,6289.308176100629,70.0
9th Phase JP Nagar,1300.0,2.0,3,4461.538461538462,58.0
Sahakara Nagar,1200.0,2.0,2,5000.0,60.0
Panathur,1398.0,2.0,2,6938.483547925608,97.0
Margondanahalli,1152.0,1.0,2,5729.166666666667,66.0
Nagavara,1110.0,2.0,2,4049.5495495495497,44.95
Devarachikkanahalli,1116.0,2.0,2,4211.469534050179,47.0
Babusapalaya,1061.0,2.0,2,3189.4439208294066,33.84
Malleshwaram,620.0,1.0,1,14000.0,86.8
7th Phase JP Nagar,1300.0,2.0,3,4000.0,52.0
Yelahanka,1270.0,2.0,2,4488.188976377953,57.0
other,966.0,2.0,2,5175.983436853002,50.0
other,1200.0,4.0,4,9166.666666666666,110.0
other,1630.0,3.0,3,8036.80981595092,131.0
Amruthahalli,1202.0,2.0,2,5407.65391014975,65.0
Jakkur,1300.0,2.0,2,6153.846153846154,80.0
Electronic City,1360.0,2.0,3,5147.058823529412,70.0
Hennur Road,1155.0,2.0,2,5989.6103896103905,69.18
Hulimavu,1011.0,2.0,2,3758.6547972304647,38.0
HSR Layout,1203.0,2.0,2,5985.037406483791,72.0
Hebbal,1645.0,3.0,3,6869.300911854103,113.0
Horamavu Agara,1364.0,2.0,3,3665.689149560117,50.0
Anekal,1200.0,1.0,2,3000.0,36.0
other,1050.0,2.0,1,3904.7619047619046,41.0
Kothanur,1365.0,3.0,3,4835.1648351648355,66.0
Jigani,1252.0,3.0,3,5591.054313099042,70.0
Jigani,1221.0,3.0,3,5323.505323505324,65.0
Panathur,1065.0,2.0,2,5446.0093896713615,58.0
Uttarahalli,1270.0,2.0,3,4350.393700787402,55.25
Sahakara Nagar,1032.0,2.0,2,4360.46511627907,45.0
Sector 2 HSR Layout,1515.0,2.0,3,4554.455445544554,69.0
other,1427.0,2.0,2,3644.008409250175,52.0
Magadi Road,940.0,2.0,2,5319.148936170212,50.0
Bannerghatta Road,1460.0,2.0,3,5479.45205479452,80.0
9th Phase JP Nagar,1522.0,3.0,3,5913.272010512484,90.0
Thanisandra,1185.0,2.0,2,3600.84388185654,42.67
Banashankari,1800.0,3.0,3,6944.444444444444,125.0
Electronics City Phase 1,940.0,2.0,2,4680.851063829788,44.0
other,1200.0,4.0,4,11250.0,135.0
Marathahalli,1530.0,3.0,3,4640.522875816993,71.0
other,1050.0,2.0,2,4571.428571428572,48.0
Subramanyapura,929.0,2.0,2,5274.48869752422,49.0
Whitefield,1530.0,3.0,3,4901.9607843137255,75.0
other,900.0,2.0,2,5333.333333333333,48.0
Vasanthapura,978.0,2.0,2,3498.9775051124743,34.22
Ambalipura,770.0,1.0,1,5690.909090909091,43.82
Kaval Byrasandra,1066.0,2.0,2,5159.474671669794,55.0
Electronic City,635.0,1.0,1,4409.4488188976375,28.0
Whitefield,1015.0,2.0,2,4433.4975369458125,45.0
Hebbal,1175.0,2.0,2,4600.0,54.05
Chikkabanavar,1200.0,4.0,4,10833.333333333334,130.0
Vidyaranyapura,1188.0,2.0,2,4208.754208754209,50.0
other,620.0,1.0,1,4032.2580645161293,25.0
other,1210.0,2.0,2,6198.347107438017,75.0
Attibele,1000.0,3.0,3,9000.0,90.0
Rajaji Nagar,1500.0,2.0,3,6600.0,99.0
Thanisandra,1185.0,2.0,2,3684.3881856540083,43.66
Basavangudi,1600.0,3.0,3,8125.0,130.0
Gottigere,1100.0,2.0,2,2545.4545454545455,28.0
Yelahanka,1300.0,2.0,2,5325.384615384615,69.23
Kasavanhalli,1100.0,2.0,2,6181.818181818182,68.0
Ambalipura,860.0,2.0,2,3363.953488372093,28.93
Panathur,1007.0,2.0,2,6355.511420059583,64.0
Akshaya Nagar,1100.0,2.0,2,4363.636363636364,48.0
Whitefield,1187.0,2.0,2,3201.3479359730413,38.0
R.T. Nagar,1150.0,2.0,2,6260.869565217391,72.0
other,1180.0,2.0,2,3554.237288135593,41.94
Budigere,1820.0,3.0,3,4681.318681318681,85.2
other,1430.0,3.0,3,4895.104895104895,70.0
Kanakpura Road,700.0,2.0,2,5714.285714285715,40.0
other,1200.0,1.0,2,5833.333333333333,70.0
Old Madras Road,1165.0,2.0,2,3499.570815450644,40.77
Jalahalli,1569.0,3.0,3,7520.713830465264,118.0
other,1950.0,4.0,3,4871.794871794872,95.0
other,1200.0,3.0,2,5833.333333333333,70.0
Marathahalli,950.0,2.0,2,4915.789473684211,46.7
Bellandur,1685.0,3.0,3,6824.925816023739,115.0
Sarjapur  Road,1314.0,2.0,2,8371.38508371385,110.0
other,1250.0,3.0,3,3200.0,40.0
other,1130.0,2.0,2,6017.699115044248,68.0
Whitefield,2247.0,3.0,3,6453.048509123276,145.0
Marathahalli,1550.0,3.0,3,5483.870967741936,85.0
Hoodi,1715.0,2.0,3,5830.903790087464,100.0
Hennur Road,1053.0,2.0,2,5033.2383665717,53.0
Begur Road,1200.0,3.0,3,4166.666666666667,50.0
other,1245.0,1.0,2,4819.277108433735,60.0
Koramangala,1320.0,2.0,2,12121.212121212122,160.0
Thanisandra,1241.0,2.0,3,5237.711522965351,65.0
Raja Rajeshwari Nagar,1090.0,2.0,2,5229.357798165138,57.0
other,1390.0,2.0,3,3597.122302158273,50.0
Kanakpura Road,1100.0,2.0,3,4815.454545454545,52.97
Koramangala,1350.0,2.0,2,7629.62962962963,103.0
other,800.0,2.0,2,6875.0,55.0
Sarjapur  Road,1787.0,3.0,3,6491.326245103525,116.0
Sarjapur  Road,1691.0,3.0,3,5500.295683027794,93.01
Bhoganhalli,2119.0,4.0,4,5238.319962246343,111.0
Akshaya Nagar,1896.0,3.0,3,5379.7468354430375,102.0
Banashankari Stage V,1540.0,3.0,3,3150.0,48.51
other,1244.0,2.0,2,7636.655948553054,95.0
Hormavu,1365.0,2.0,3,4761.9047619047615,65.0
Thanisandra,580.0,1.0,1,4741.379310344828,27.5
Hebbal,1355.0,3.0,3,6189.667896678967,83.87
other,1500.0,4.0,3,12000.0,180.0
8th Phase JP Nagar,1513.0,2.0,2,4097.818902842036,62.0
Banashankari,1175.0,2.0,2,3500.4255319148942,41.13
Thanisandra,2087.0,4.0,3,6660.277910876856,139.0
Thanisandra,2050.0,3.0,3,7317.073170731707,150.0
other,1200.0,2.0,2,6250.0,75.0
Whitefield,1190.0,2.0,2,4957.983193277311,59.0
Marathahalli,1019.0,2.0,2,4893.032384690873,49.86
Thigalarapalya,1830.0,3.0,3,7267.75956284153,133.0
Sarjapur  Road,1028.0,2.0,2,5447.470817120623,56.0
Old Madras Road,1300.0,2.0,2,7692.307692307692,100.0
Whitefield,1160.0,2.0,2,5775.862068965517,67.0
Mahadevpura,1505.0,3.0,3,5182.724252491695,78.0
Kogilu,1250.0,2.0,2,4444.0,55.55
other,400.0,2.0,1,12500.0,50.0
Sarjapur,1175.0,2.0,2,3547.2340425531916,41.68
other,1100.0,2.0,2,5236.363636363636,57.6
other,2159.0,3.0,3,5558.12876331635,120.0
Devanahalli,1230.0,2.0,2,4589.430894308943,56.45
other,1200.0,4.0,3,15000.0,180.0
other,1200.0,1.0,1,4000.0,48.0
other,1340.0,2.0,2,5298.507462686567,71.0
Banashankari,1750.0,2.0,3,5085.714285714285,89.0
Banashankari Stage II,1400.0,2.0,2,7142.857142857143,100.0
Nagarbhavi,1350.0,3.0,3,4444.444444444444,60.0
other,1675.0,3.0,3,3701.492537313433,62.0
Thanisandra,1340.0,2.0,2,4950.0,66.33
Malleshwaram,600.0,1.0,2,11333.333333333334,68.0
Hulimavu,1276.0,2.0,2,5956.112852664577,76.0
Ramagondanahalli,1738.0,2.0,3,4372.8423475258915,76.0
other,1190.0,2.0,2,5033.6134453781515,59.9
Electronic City,1128.0,2.0,2,5802.304964539007,65.45
other,1250.0,2.0,2,4400.0,55.0
other,1450.0,2.0,2,6206.896551724138,90.0
Kudlu,1084.0,2.0,2,4889.29889298893,53.0
Kaggadasapura,2150.0,4.0,4,4186.046511627907,90.0
Hosur Road,1250.0,2.0,2,5200.0,65.0
Begur,1304.0,3.0,3,4984.662576687117,65.0
7th Phase JP Nagar,980.0,2.0,2,7902.040816326531,77.44
other,1275.0,2.0,2,3882.3529411764707,49.5
Kanakpura Road,1450.0,2.0,3,4840.000000000001,70.18
Electronic City,890.0,2.0,2,4494.38202247191,40.0
Bannerghatta Road,1340.0,2.0,2,6343.2835820895525,85.0
Vidyaranyapura,1100.0,2.0,3,6818.181818181818,75.0
Kengeri,750.0,2.0,2,5333.333333333333,40.0
Akshaya Nagar,1300.0,2.0,2,5076.923076923077,66.0
HRBR Layout,1301.0,2.0,2,9223.674096848577,120.0
other,1900.0,2.0,3,4842.105263157895,92.0
Kanakpura Road,1299.0,2.0,2,8083.140877598153,105.0
other,1250.0,3.0,3,3200.0,40.0
other,925.0,2.0,2,5945.945945945946,55.0
Uttarahalli,1107.0,2.0,2,4065.040650406504,45.0
other,1400.0,2.0,2,11428.57142857143,160.0
Electronics City Phase 1,1300.0,2.0,2,5153.846153846154,67.0
other,1715.0,3.0,3,5539.35860058309,95.0
Uttarahalli,1200.0,2.0,2,4583.333333333333,55.0
other,703.0,2.0,2,8534.850640113798,60.0
Talaghattapura,921.0,2.0,2,3199.782844733985,29.47
Marathahalli,1144.0,2.0,2,5681.818181818182,65.0
Kanakpura Road,525.0,1.0,1,4954.285714285715,26.01
other,1400.0,2.0,3,4000.0,56.0
Balagere,661.0,1.0,1,4992.435703479577,33.0
Yelahanka,1705.0,3.0,3,5337.243401759531,91.0
Kadugodi,1430.0,2.0,3,3846.153846153846,55.0
Marathahalli,1240.0,2.0,2,4435.4838709677415,55.0
Garudachar Palya,1325.0,2.0,3,4588.679245283019,60.8
Thanisandra,1230.0,2.0,2,3577.2357723577234,44.0
Electronics City Phase 1,1000.0,2.0,2,2800.0,28.0
Uttarahalli,1330.0,2.0,3,3492.4812030075186,46.45
Shivaji Nagar,1300.0,3.0,3,13076.923076923076,170.0
Haralur Road,1243.0,2.0,2,3700.7240547063557,46.0
Banashankari Stage III,1500.0,2.0,3,6666.666666666667,100.0
Kodigehalli,1200.0,4.0,3,13000.0,156.0
Cox Town,1073.0,2.0,2,6710.158434296365,72.0
Kudlu,1300.0,2.0,2,4307.692307692308,56.0
Electronic City,1065.0,2.0,2,2887.323943661972,30.75
Whitefield,1216.0,2.0,2,5500.0,66.88
Jigani,1252.0,3.0,3,4712.460063897764,59.0
Hormavu,1196.0,2.0,2,3745.819397993311,44.8
Kudlu,1027.0,2.0,2,4284.323271665044,44.0
other,1270.0,2.0,3,4500.0,57.15
Mico Layout,1171.0,2.0,2,3330.486763450043,39.0
Kothannur,1215.0,2.0,3,4000.0,48.6
other,600.0,1.0,1,3333.3333333333335,20.0
Whitefield,1180.0,2.0,2,6525.423728813559,77.0
Electronic City Phase II,1160.0,2.0,2,2888.793103448276,33.51
Whitefield,2140.0,3.0,3,6495.327102803738,139.0
Yeshwanthpur,1500.0,3.0,3,6666.666666666667,100.0
Banaswadi,1008.0,2.0,2,5158.730158730159,52.0
Ambedkar Nagar,1921.0,4.0,3,6715.252472670484,129.0
Electronic City,1127.0,2.0,2,2839.396628216504,32.0
Rajaji Nagar,1621.0,3.0,3,7649.599012954966,124.0
other,1030.0,2.0,3,7500.0,77.25
Whitefield,1314.0,2.0,2,6392.6940639269405,84.0
Choodasandra,1220.0,3.0,3,4590.163934426229,56.0
JP Nagar,1590.0,2.0,3,5345.911949685535,85.0
Shivaji Nagar,703.0,2.0,2,7041.251778093883,49.5
Hosakerehalli,1795.0,3.0,3,3600.0,64.62
Electronic City,825.0,2.0,2,4242.424242424242,35.0
other,1254.0,2.0,3,5582.13716108453,70.0
Ramagondanahalli,2040.0,3.0,3,5588.235294117647,114.0
Thigalarapalya,2215.0,4.0,3,6952.5959367945825,154.0
Jalahalli,1478.0,2.0,2,8457.374830852503,125.0
other,1820.0,3.0,3,4368.131868131868,79.5
Horamavu Agara,1623.0,3.0,3,5483.672211953173,89.0
Haralur Road,1243.0,2.0,2,3700.7240547063557,46.0
Electronic City,1200.0,2.0,2,3375.0,40.5
Gottigere,1613.0,3.0,3,4463.732176069436,72.0
other,1293.0,2.0,2,6187.161639597834,80.0
Hoskote,1065.0,2.0,2,2676.056338028169,28.5
Kudlu Gate,940.0,2.0,2,7401.063829787233,69.57
Sarjapur  Road,1181.0,2.0,3,5503.81033022862,65.0
Marathahalli,1100.0,2.0,1,6818.181818181818,75.0
other,1050.0,2.0,2,3428.5714285714284,36.0
Subramanyapura,1260.0,2.0,3,5952.380952380952,75.0
other,1500.0,3.0,3,3733.3333333333335,56.0
other,1000.0,2.0,2,6600.0,66.0
Whitefield,1530.0,3.0,3,4771.24183006536,73.0
HSR Layout,1140.0,2.0,2,4035.0877192982457,46.0
other,1864.0,3.0,3,6169.527896995708,115.0
Sarjapur,1575.0,3.0,3,3492.063492063492,55.0
Attibele,1200.0,3.0,3,8750.0,105.0
Raja Rajeshwari Nagar,945.0,2.0,2,4761.9047619047615,45.0
Sarjapur  Road,1691.0,3.0,3,5913.660555884092,100.0
other,1200.0,2.0,2,11250.0,135.0
Electronic City Phase II,1220.0,3.0,3,2889.344262295082,35.25
Kengeri,600.0,1.0,1,5833.333333333333,35.0
Whitefield,1160.0,2.0,2,3362.0689655172414,39.0
other,1950.0,2.0,3,4589.74358974359,89.5
Vittasandra,1650.0,3.0,3,5151.515151515152,85.0
Abbigere,795.0,1.0,2,4100.62893081761,32.6
Haralur Road,1243.0,2.0,2,3700.7240547063557,46.0
other,1263.0,2.0,2,4077.593032462391,51.5
Hennur,1345.0,2.0,3,5130.111524163569,69.0
Electronic City,1360.0,2.0,3,4264.705882352941,58.0
Sarjapur  Road,1026.0,2.0,2,5901.559454191033,60.55
other,1050.0,2.0,2,3619.0476190476193,38.0
Uttarahalli,1460.0,3.0,3,5205.479452054795,76.0
other,1525.0,2.0,3,5998.688524590164,91.48
Kanakpura Road,1843.0,3.0,3,4612.045577862181,85.0
Ananth Nagar,1000.0,2.0,2,2500.0,25.0
Koramangala,1642.0,2.0,3,7003.654080389769,115.0
TC Palaya,1200.0,2.0,3,5500.0,66.0
other,975.0,2.0,2,6153.846153846154,60.0
Bisuvanahalli,1075.0,2.0,3,4093.0232558139537,44.0
Panathur,1210.0,2.0,2,6440.495867768595,77.93
other,2000.0,3.0,3,5000.0,100.0
Akshaya Nagar,1225.0,2.0,2,5551.0204081632655,68.0
Jakkur,1290.0,2.0,2,6204.651162790698,80.04
other,1220.0,2.0,2,4590.163934426229,56.0
other,1500.0,2.0,1,5666.666666666667,85.0
Kaggadasapura,1361.0,2.0,2,5804.555473916238,79.0
1st Phase JP Nagar,1394.0,2.0,2,6097.5609756097565,85.0
Yelahanka,870.0,2.0,2,3103.448275862069,27.0
Rajaji Nagar,1222.0,2.0,2,8019.639934533551,98.0
Hebbal,1420.0,2.0,2,6999.295774647887,99.39
Bellandur,1846.0,3.0,3,7313.109425785482,135.0
Yeshwanthpur,1167.0,2.0,2,5491.002570694088,64.08
Ananth Nagar,902.0,2.0,2,2771.6186252771618,25.0
Rachenahalli,1050.0,2.0,2,5000.0,52.5
other,1000.0,2.0,2,5000.0,50.0
Kundalahalli,1260.0,2.0,2,4603.174603174603,58.0
Jigani,939.0,2.0,2,4153.35463258786,39.0
Jalahalli,600.0,1.0,1,6166.666666666667,37.0
8th Phase JP Nagar,1298.0,2.0,2,4545.454545454545,59.0
Marathahalli,1710.0,3.0,3,7894.736842105263,135.0
Subramanyapura,1000.0,2.0,2,4500.0,45.0
other,1200.0,4.0,2,11500.0,138.0
other,1100.0,2.0,2,6181.818181818182,68.0
Jalahalli,615.0,1.0,1,7479.674796747968,46.0
Sarjapur  Road,1350.0,2.0,2,6296.2962962962965,85.0
Hegde Nagar,1718.0,3.0,3,7566.938300349243,130.0
7th Phase JP Nagar,1680.0,3.0,3,6666.666666666667,112.0
Hulimavu,1500.0,2.0,2,6000.0,90.0
Sarjapur  Road,1157.0,2.0,3,6222.990492653414,72.0
Akshaya Nagar,1179.0,2.0,2,4325.699745547074,51.0
Hulimavu,1315.0,2.0,2,4599.239543726236,60.48
other,1105.0,2.0,2,2550.2262443438913,28.18
Banashankari,1800.0,3.0,3,9722.222222222223,175.0
Jalahalli East,1010.0,2.0,2,5148.514851485149,52.0
Electronic City,630.0,1.0,1,7301.587301587301,46.0
Anekal,1200.0,2.0,2,3008.3333333333335,36.1
Kaval Byrasandra,1025.0,2.0,2,5853.658536585366,60.0
Hennur Road,1195.0,2.0,2,4937.238493723849,59.0
Whitefield,1012.0,2.0,2,5731.225296442688,58.0
Hegde Nagar,1884.0,4.0,3,6263.2696390658175,118.0
Sarjapura - Attibele Road,1090.0,2.0,2,3394.4954128440368,37.0
Kathriguppe,1300.0,3.0,3,5999.230769230769,77.99
Harlur,1710.0,3.0,3,4970.7602339181285,85.0
Uttarahalli,1500.0,3.0,3,4533.333333333333,68.0
Kodichikkanahalli,1310.0,2.0,3,4045.8015267175574,53.0
Dommasandra,674.0,1.0,2,2952.522255192878,19.9
Hoodi,1350.0,3.0,3,5185.185185185185,70.0
other,1464.0,2.0,3,7855.191256830601,115.0
Electronic City,1400.0,2.0,3,2889.2857142857147,40.45
Electronic City Phase II,1625.0,2.0,3,3000.0,48.75
Electronic City,1065.0,2.0,2,2888.262910798122,30.76
other,1385.0,3.0,3,6498.194945848375,90.0
CV Raman Nagar,1040.0,2.0,2,4807.692307692308,50.0
Haralur Road,1817.0,3.0,3,6053.935057787562,110.0
other,1205.0,2.0,2,3900.414937759336,47.0
other,1070.0,2.0,2,3124.299065420561,33.43
other,1070.0,2.0,2,4859.813084112149,52.0
Amruthahalli,1340.0,2.0,2,5597.014925373134,75.0
Kalena Agrahara,980.0,2.0,2,3571.4285714285716,35.0
8th Phase JP Nagar,1006.0,2.0,2,4373.75745526839,44.0
Thanisandra,1098.0,2.0,2,6466.302367941712,71.0
Mico Layout,1200.0,2.0,2,4458.333333333333,53.5
Sarjapur  Road,1019.0,2.0,2,6084.396467124632,62.0
Whitefield,1150.0,2.0,2,3496.521739130435,40.21
Anekal,1733.5,3.0,3,6922.411306605134,120.0
other,1415.0,2.0,2,8480.565371024735,120.0
other,1750.0,3.0,3,3314.285714285714,58.0
other,1537.0,3.0,3,5270.006506180872,81.0
other,1050.0,2.0,2,4285.714285714285,45.0
Kanakpura Road,1452.0,3.0,3,3829.2011019283746,55.6
Domlur,1246.0,2.0,2,7624.398073836276,95.0
Yelahanka,1890.0,4.0,3,4497.354497354498,85.0
Electronic City Phase II,972.0,2.0,2,4115.22633744856,40.0
Electronic City,630.0,1.0,1,5349.20634920635,33.7
other,1255.0,2.0,3,4780.876494023904,60.0
Kanakpura Road,1938.0,3.0,3,4782.765737874097,92.69
Bannerghatta Road,1711.0,3.0,3,7305.669199298656,125.0
CV Raman Nagar,1392.0,2.0,2,6824.712643678161,95.0
Haralur Road,1225.0,2.0,2,6285.714285714285,77.0
Green Glen Layout,1750.0,3.0,3,6857.142857142857,120.0
Subramanyapura,1260.0,2.0,3,6349.206349206349,80.0
Sarjapur  Road,691.0,1.0,1,4500.723589001447,31.1
Haralur Road,1285.0,2.0,2,6070.038910505837,78.0
Hebbal,1590.0,3.0,3,6037.735849056604,96.0
9th Phase JP Nagar,1571.0,3.0,3,4137.492043284532,65.0
Garudachar Palya,1060.0,2.0,2,4590.566037735849,48.66
Hennur,1255.0,2.0,2,4621.5139442231075,58.0
Bannerghatta Road,1520.0,2.0,3,5328.9473684210525,81.0
other,1170.0,2.0,2,3889.74358974359,45.51
OMBR Layout,1580.0,3.0,3,4746.835443037975,75.0
Ardendale,1777.26,3.0,3,5007.7084950991975,89.0
Raja Rajeshwari Nagar,1303.0,2.0,2,4280.890253261704,55.78
Kodichikkanahalli,1680.0,2.0,2,3511.904761904762,59.0
Whitefield,1495.0,2.0,3,4682.274247491639,70.0
Yelahanka,1835.0,3.0,3,5885.558583106267,108.0
other,1080.0,2.0,2,3518.5185185185187,38.0
Electronic City,1025.0,2.0,2,2888.7804878048782,29.61
Haralur Road,1225.0,2.0,2,5508.571428571428,67.48
Balagere,656.0,1.0,1,5300.304878048782,34.77
Sarjapur  Road,994.0,2.0,2,4527.162977867203,45.0
other,1025.0,2.0,2,6341.463414634146,65.0
Marathahalli,1156.0,2.0,2,4498.269896193771,52.0
JP Nagar,1250.0,2.0,2,4800.0,60.0
Hegde Nagar,1930.0,4.0,3,6321.243523316062,122.0
other,1020.0,2.0,2,6862.745098039216,70.0
Kumaraswami Layout,1310.0,2.0,3,5343.511450381679,70.0
Jalahalli,612.5,1.0,1,4500.408163265306,27.565
Kanakpura Road,1322.0,2.0,2,5295.00756429652,70.0
Kothanur,1160.0,2.0,2,4913.793103448276,57.0
5th Block Hbr Layout,1100.0,2.0,2,4363.636363636364,48.0
Lakshminarayana Pura,1720.0,3.0,3,8720.93023255814,150.0
Hosur Road,1689.0,3.0,3,6098.283007696862,103.0
Chikkalasandra,1090.0,2.0,2,4350.45871559633,47.42
KR Puram,2000.0,2.0,2,3750.0,75.0
other,1155.0,2.0,2,5974.025974025974,69.0
JP Nagar,1125.0,2.0,2,3553.7777777777774,39.98
Yelahanka,1847.0,3.0,3,4981.050351922036,92.0
7th Phase JP Nagar,1515.0,2.0,3,5016.501650165016,76.0
Sarjapur  Road,1130.0,2.0,2,4867.256637168141,55.0
Bellandur,1049.0,2.0,2,4861.773117254528,51.0
Varthur Road,850.0,2.0,2,2988.235294117647,25.4
Badavala Nagar,1842.0,3.0,3,6243.213897937025,115.0
Jakkur,1282.0,2.0,2,5616.224648985959,72.0
Kalena Agrahara,800.0,2.0,2,5000.0,40.0
Chandapura,1190.0,2.0,3,2550.4201680672268,30.35
Magadi Road,1318.0,2.0,3,5159.332321699545,68.0
Kanakpura Road,1698.0,2.0,2,6183.745583038869,105.0
other,2030.0,2.0,3,8965.51724137931,182.0
Kammasandra,1276.0,2.0,3,2500.0,31.9
other,1555.0,2.0,3,4308.681672025724,67.0
Sarjapur  Road,1881.0,3.0,3,7708.665603402445,145.0
Yelahanka,1890.0,3.0,3,5767.195767195767,109.0
Old Madras Road,935.0,2.0,2,3422.4598930481284,32.0
Cox Town,1000.0,2.0,2,5800.0,58.0
Singasandra,1510.0,3.0,3,4966.887417218543,75.0
Uttarahalli,1120.0,2.0,2,4464.285714285715,50.0
Ananth Nagar,930.0,2.0,2,2794.6236559139784,25.99
Electronic City,1160.0,2.0,3,3620.689655172414,42.0
Raja Rajeshwari Nagar,1419.0,2.0,2,3389.7110641296686,48.1
Talaghattapura,1175.0,2.0,2,5276.595744680851,62.0
Bellandur,1350.0,2.0,3,4666.666666666667,63.0
Attibele,996.0,2.0,2,2500.0,24.9
Anjanapura,1076.0,2.0,2,2800.185873605948,30.13
other,2180.0,4.0,4,5275.229357798165,115.0
Kasavanhalli,1715.0,3.0,3,6530.6122448979595,112.0
Hebbal,1072.0,2.0,2,4197.761194029851,45.0
Panathur,1230.0,2.0,2,6504.065040650406,80.0
Murugeshpalya,1600.0,2.0,3,4062.5,65.0
Thanisandra,1411.0,3.0,3,6608.788093550674,93.25
Doddathoguru,1208.0,3.0,3,3725.1655629139073,45.0
Haralur Road,1225.0,2.0,2,5701.224489795918,69.84
Hebbal,1162.0,2.0,2,5938.037865748709,69.0
Thanisandra,1262.0,2.0,3,5150.5546751188585,65.0
other,1050.0,2.0,2,3333.3333333333335,35.0
Electronic City Phase II,1160.0,2.0,2,2888.793103448276,33.51
Channasandra,1500.0,3.0,3,4130.0,61.95
other,1610.0,3.0,3,5279.503105590062,85.0
Whitefield,1340.0,2.0,2,3059.7014925373132,41.0
Budigere,1162.0,2.0,2,4991.394148020654,58.0
other,1500.0,2.0,2,9666.666666666666,145.0
Hosa Road,1170.0,2.0,2,5555.555555555556,65.0
Sarjapur  Road,980.0,2.0,2,2551.0204081632655,25.0
Channasandra,1800.0,3.0,3,3333.3333333333335,60.0
Banashankari Stage VI,1423.0,2.0,3,5040.758959943781,71.73
Kaggadasapura,1106.0,2.0,2,3616.6365280289333,40.0
Kereguddadahalli,1105.0,2.0,2,2497.737556561086,27.6
other,1255.0,2.0,2,4517.92828685259,56.7
Sarjapur  Road,1525.0,2.0,3,4262.295081967213,65.0
Babusapalaya,1061.0,2.0,2,3671.065032987748,38.95
other,600.0,2.0,2,4916.666666666667,29.5
